user_id,movie_id,predicted rating,rating,tp
295,1,4.416271154514963,4,879517580
296,1,4.346304851646511,5,884196689
297,1,3.469181789853118,3,874954425
298,1,4.326346272647347,5,884126061
299,1,3.42657346285532,3,877877535
301,1,3.785678052167357,4,882074345
303,1,4.101050442167843,5,879466966
305,1,3.7293052812972003,5,886323153
307,1,4.3739827465386325,5,878066938
308,1,3.7421118593738525,4,887736532
311,1,4.251766707477736,4,884963202
312,1,4.339551679823335,5,891698832
313,1,3.7477217990228238,4,891013436
314,1,4.369344637224156,5,877886317
320,1,4.094825687923305,3,884748604
322,1,3.9473804205035483,2,887314119
324,1,4.631781546842972,5,880575412
325,1,2.9845243585682146,2,891478665
326,1,3.5287885171032607,3,879876159
327,1,3.576401782885694,4,887745622
330,1,4.695576106530042,5,876544432
331,1,3.1273597531118735,1,877196567
332,1,4.452885053894437,4,887938245
336,1,3.2853831368836937,3,877759342
338,1,3.630533044557406,3,879438143
339,1,4.365922062985832,5,891032349
340,1,4.091971519684043,5,884990988
343,1,4.173182081613127,5,876402668
344,1,4.0263832270175755,3,884899372
345,1,3.6683055429096223,3,884990938
347,1,3.538619986089259,4,881652518
348,1,4.480160489063945,4,886523078
350,1,4.037817821927769,4,882345734
357,1,4.8892461948210855,5,878951216
359,1,4.223850433637235,4,886453214
360,1,3.780746403990686,3,880354315
363,1,3.7384428305123363,2,891494563
365,1,3.6251400192513543,4,891303999
371,1,4.402708666062591,4,877487440
374,1,4.110154338127428,4,880392992
378,1,3.868052373385387,4,880044251
379,1,4.033618418561111,4,883156176
380,1,3.4104941370439232,4,885478218
381,1,4.212588402951323,5,892697394
387,1,3.6764592391098763,4,886480681
388,1,4.779061022435544,5,886436813
389,1,3.9366988402646284,4,879915860
390,1,4.510749835604826,5,879694066
393,1,3.7514502494652793,3,887743611
394,1,3.9516173145262763,4,880886855
395,1,4.283895257185631,5,883765062
396,1,4.155712627478512,4,884646346
398,1,4.0264455776061245,5,875652927
399,1,3.1391478686191214,4,882340657
401,1,2.9440658852858035,2,891032170
402,1,4.102967746829178,5,876266860
403,1,4.181387397306395,4,879785974
406,1,4.123023105476503,4,879446107
407,1,4.039521316631912,4,876338278
411,1,3.8151147630331503,4,892845604
412,1,3.780814933977038,4,879716962
416,1,4.259267597392026,5,893212483
417,1,3.8305042326535714,4,879646413
419,1,4.241707213027116,4,879435590
422,1,3.731914409264295,3,875130063
424,1,3.1852968269201423,1,880859493
425,1,3.0670189889583463,2,878737873
429,1,2.977524244920729,3,882385785
432,1,3.7583404629805344,2,889415983
434,1,3.842323581777417,4,886724590
435,1,4.240313850475743,5,884131712
438,1,4.3297411114141635,4,879868096
441,1,4.125777244817476,5,891035468
445,1,2.2865972380813986,3,891199749
447,1,3.688269507774471,3,878854273
450,1,4.221611365872413,4,887835272
454,1,3.163289994787096,3,881959818
455,1,3.8176862425164666,4,878585685
456,1,3.4371823337955663,2,881371548
457,1,4.14574855891115,4,882393244
458,1,3.37740939953143,4,886394423
459,1,3.973162360760118,4,879562960
460,1,3.412147875259267,2,882911203
463,1,2.4574016217126764,1,890453075
465,1,3.5189360068895126,4,883530054
467,1,3.9502600158092713,4,879532459
468,1,3.9797688154204476,5,875280395
470,1,3.4141509416929767,3,879178428
471,1,3.466598054223915,4,889827881
472,1,4.565697838679916,5,892790627
478,1,3.278469338759082,4,889387931
479,1,3.949150602938144,5,879459939
483,1,3.2997238108454607,4,878950971
484,1,4.3860295192186385,5,881450058
486,1,3.659080125687488,4,879874870
487,1,4.257596709478583,5,883443504
488,1,3.287322889098873,3,891294896
490,1,3.1299426208595182,3,875427148
493,1,3.6154939936901096,3,884130416
494,1,3.597625090968651,3,879541374
495,1,4.505397600013734,4,888632943
497,1,3.853762035565759,4,879309955
500,1,4.0433766307008,4,883865021
503,1,3.9607651165807667,5,879438233
505,1,3.434589787376857,3,889333414
508,1,3.7814570573109285,5,883777430
512,1,3.998317113747401,4,888589126
514,1,3.9220777710612573,5,875309276
517,1,3.6710594456354686,3,892659892
518,1,4.292488624876978,4,876823143
521,1,3.0851307253372022,2,884475825
523,1,4.567898343865797,5,883701763
525,1,3.941576125392748,4,881085964
526,1,3.641918926430057,5,885682562
532,1,4.6758183481656586,5,893119335
533,1,3.8917214076483932,4,879192521
534,1,5.0,5,877807718
535,1,3.5479493149833408,3,879617663
536,1,4.224314103650454,5,882318394
537,1,2.404592574506373,2,886029889
540,1,4.0058689263968486,3,882157126
541,1,4.229722944104782,4,883874645
542,1,3.8109780834414715,4,886532534
545,1,3.925020119433003,5,879901359
548,1,4.167225616019294,4,891043182
549,1,4.169332929183093,5,881672182
550,1,3.985560862055119,3,883425913
552,1,3.535634615876035,3,879221716
553,1,3.709993954894103,3,879949153
554,1,3.743213610394735,3,876231938
560,1,3.431840794161421,4,879976449
561,1,2.883234352896366,2,885807713
562,1,2.8218305788229725,2,879194894
567,1,3.750696554051682,3,882426899
569,1,4.04478551930551,4,879793399
576,1,3.9752838828997175,4,886985079
577,1,4.548465892670199,5,880470282
579,1,3.6424463321171676,4,880951740
580,1,3.796668529276267,3,884125243
582,1,3.8801077813420757,4,882961257
588,1,4.0227625078447735,4,890015684
592,1,3.9593859453707454,4,882608021
593,1,3.437752468497706,3,875659150
597,1,3.7493116246011073,3,875339723
599,1,4.16830516383783,4,880951657
602,1,4.236528230295071,4,888638547
605,1,3.889544513914288,4,879365748
606,1,4.20612168606817,5,878148365
609,1,2.902845045139196,1,886896185
610,1,3.304317818703148,4,888703157
612,1,3.629863746644264,4,875324876
613,1,4.094245513842423,4,891227410
614,1,4.1582049246571895,5,879464093
618,1,3.4996572771482364,4,891308063
620,1,4.377498234741492,5,889987954
621,1,3.820630118691466,3,880227233
622,1,3.8635100294156755,3,882590344
624,1,4.012090182247802,4,879792581
630,1,3.645746539972788,4,885666779
632,1,3.687502089408115,3,879458692
634,1,3.7282755182141796,3,875728872
635,1,3.6702265853113283,4,878879283
636,1,4.49903076024709,3,891448229
637,1,3.6101892397063304,4,882902924
642,1,4.2782042424124755,5,885603565
643,1,4.125674519246296,5,891445287
648,1,3.923776992329606,5,882211109
649,1,4.151877990076983,5,891440235
650,1,3.403635832519986,3,891369759
653,1,3.1917560304937878,4,878855383
654,1,3.9834988887591836,4,887863557
655,1,3.117115314407697,2,887650876
657,1,3.2408375585743303,3,884239123
658,1,3.9798336883105234,4,875145614
660,1,3.3325308624979293,3,891406276
661,1,4.027333054447884,5,876016545
663,1,3.7083147746397995,4,889492679
664,1,3.8788178875143156,4,878090087
665,1,3.6962021129406786,4,884290491
669,1,3.5874464883915853,5,892549412
674,1,4.163886998243802,4,887762799
676,1,4.167950332852182,5,892686188
677,1,4.196926660552331,4,889399229
678,1,3.5111450779949376,5,879544882
679,1,3.5606615220141675,3,884487688
680,1,4.150068140954815,4,876816224
682,1,3.3510012092285533,4,888523054
684,1,3.7243664839837463,4,875810928
689,1,3.901870446802519,3,876676211
690,1,3.266174869899201,4,881179631
691,1,4.286464723812221,5,875543346
692,1,3.870390950647906,4,876953340
697,1,4.024680032337878,5,882622481
698,1,3.025518794928744,4,886366815
699,1,3.4395102321263322,3,878882272
701,1,4.3475174179226235,4,891447139
703,1,3.889800135223172,4,875242851
705,1,4.219275881774971,5,883427101
706,1,3.955788228933794,4,880997324
708,1,4.044813454222253,5,877325375
709,1,3.655351556673281,4,879847730
710,1,3.609282961714277,4,882064377
714,1,3.80747270277218,3,892776123
715,1,3.8627257332356275,5,875961843
716,1,4.318294730496287,5,879793192
721,1,3.819093607094323,5,877137877
723,1,3.477118604729367,3,880499050
726,1,3.4848752049762393,4,890079166
727,1,3.4491662029449452,3,883708660
730,1,3.875718384876306,4,880310285
731,1,3.0481722293720983,2,886184421
733,1,3.140541353164707,2,879535129
735,1,4.128228091124253,4,876698796
738,1,4.129665527281169,5,892844079
742,1,3.6231794769696357,4,881335281
744,1,3.6004339547662814,4,881171926
745,1,2.4615761376159697,2,880122809
746,1,3.670273481699626,4,885075714
747,1,4.507807734982148,5,888639138
748,1,3.843624188004105,4,879455040
749,1,4.131127287347922,4,881602577
751,1,3.458988255848329,3,889132162
756,1,3.632548425780885,4,874826629
757,1,3.702955651644138,4,888443974
759,1,4.37508896195172,5,875227798
761,1,3.2607111384879457,1,876190094
763,1,3.7195955205519797,4,878915559
764,1,3.861169396357847,4,876244181
767,1,4.443204820889418,5,891462829
768,1,3.8812649721966452,5,883835025
769,1,3.788220409376734,4,885423720
770,1,4.616069633808603,5,875972219
771,1,4.39066151311917,5,880659449
773,1,3.432861988733035,3,888539232
777,1,4.03959192287619,4,875979431
779,1,4.163081526597183,4,875501555
785,1,4.039636163085506,4,879439137
786,1,4.0892674239507985,4,882841828
788,1,3.6033157748833022,3,880867970
789,1,3.569958074995913,3,880332089
790,1,3.3994883302796866,3,884461306
792,1,3.470464490332775,4,877910822
793,1,3.7728866500005713,4,875104091
794,1,4.112452602905417,4,891035864
795,1,3.8600205051756844,4,883767204
796,1,3.932912764673614,2,892660251
798,1,3.901510958503444,4,875295695
800,1,4.317101976207023,4,887646283
804,1,4.5235300516977155,5,879442661
805,1,3.407776952790547,4,881695527
806,1,3.7928342584798576,4,882385082
807,1,3.9106571615135297,4,892528231
815,1,3.992349463050285,5,878691975
817,1,3.8575867854388233,4,874815835
821,1,4.4845640158865905,5,874792813
822,1,3.7496553210588113,4,891037291
823,1,4.012502157227769,4,878438206
826,1,4.29180560756611,4,885690250
829,1,3.603373801728893,4,891990554
830,1,3.9319815173215398,4,891560596
831,1,3.6546695875061834,4,891354573
835,1,4.126130430224251,3,891033420
838,1,4.098679324535155,5,887064024
839,1,3.624428571556373,4,875751723
843,1,2.839542330845909,3,879446186
847,1,3.093090286948202,3,878775523
852,1,4.090540977797892,4,891036457
854,1,3.0233053719496246,3,882812225
864,1,4.11289106577895,5,877214125
865,1,2.1362149245013886,1,880143424
867,1,4.454288850148491,4,880078521
868,1,3.4480938758375084,4,877103320
870,1,3.512553383256457,5,889717102
872,1,3.849212571210166,3,888479151
879,1,3.733381084431439,4,887761865
880,1,4.104377076159675,4,880166744
881,1,3.909920493349235,4,876535796
882,1,4.382714131688942,5,879864558
883,1,3.8945485223907697,3,891914583
885,1,3.9910014461189456,5,885714990
886,1,3.7858001197759505,4,876031433
887,1,4.698330260771791,5,881377972
889,1,3.568767234570375,3,880177104
890,1,4.090994209499737,4,882402975
892,1,4.4285479565129116,5,886608185
893,1,4.2052557774614305,5,874827725
894,1,3.794158030737283,4,880416286
895,1,3.8356472617428325,4,879437950
896,1,3.3094814072424157,4,887158579
897,1,4.472736022408128,5,879994113
899,1,3.019596035764679,3,884120105
901,1,4.446992007015661,5,877129870
902,1,4.045260360703599,5,879465583
903,1,3.6863561365971256,3,891031280
907,1,4.671651612209473,5,880158712
910,1,3.5482432556707653,4,880822060
913,1,3.2170889485993195,2,880758579
916,1,3.788360317293872,4,880843361
917,1,3.5234179828343484,3,882910888
918,1,3.3448044461411794,3,891987059
919,1,3.618780090725239,4,875289321
921,1,3.4926550919131096,3,879379601
922,1,3.861694518723243,5,891448551
923,1,4.657836715929982,3,880387306
924,1,4.024871668860579,5,884371535
927,1,3.971269600022422,5,879191524
929,1,3.1050753271809945,3,878402162
930,1,3.2063221901013486,3,879534525
932,1,4.023515607452862,4,891249932
933,1,3.0632048306361317,3,874854294
934,1,4.059600008145974,2,891225958
935,1,3.7980230333397285,3,884472064
936,1,4.16157941682471,4,886832453
938,1,4.080669884592461,4,891356314
941,1,4.297986054382471,5,875049144
1,2,3.35127072652039,3,876893171
5,2,2.9263375506144644,3,875636053
13,2,2.724005938163668,3,882397650
22,2,2.794578534675585,2,878887925
30,2,3.5267048156087557,3,875061066
42,2,3.672265307057676,5,881109271
49,2,2.0897141853584777,1,888069606
64,2,2.9670254311479396,3,889737609
72,2,3.237849627909994,3,880037376
83,2,3.510845477979929,4,881971771
87,2,3.7477831055874504,4,879876074
92,2,3.0750147160693997,3,875653699
95,2,3.0836113055498826,2,888955909
102,2,2.585074968051951,2,888801522
110,2,3.215251646906666,3,886988536
130,2,3.9533731860063117,4,876252327
178,2,3.5653430729725946,4,882827375
193,2,3.249064485808832,3,890860198
197,2,3.299166182212039,3,891409981
200,2,3.9765977734278213,4,884130046
201,2,2.4676804971523367,2,884112487
207,2,3.006536477968991,3,877822770
213,2,3.785614412247866,4,878955914
217,2,3.0548157717328808,3,889069782
222,2,3.1641434370896047,3,878183837
234,2,2.3001205463199894,2,892335142
249,2,3.4375865476136753,3,879641284
250,2,3.5292215104278637,4,878090414
256,2,3.8148375393223617,5,882164480
267,2,3.5918758278728564,3,878972463
268,2,2.433840415139047,2,875744173
271,2,2.7069386163584213,1,885849386
276,2,3.274882450123388,4,874792436
279,2,3.274141436888472,4,875313311
280,2,3.6938291341271596,3,891701278
292,2,3.561086883664785,4,881105778
293,2,2.7427080189609483,3,888907101
301,2,3.0520710861884686,2,882076587
303,2,2.9589713060219087,3,879467191
305,2,2.3935884730760093,2,886324580
320,2,3.6712088372464744,4,884749281
325,2,2.5659130148730576,1,891478772
327,2,2.4545322396152676,2,887820385
346,2,3.241677653144338,5,875263473
363,2,3.044739190368977,4,891495809
373,2,3.648163154390111,4,877100416
374,2,3.361558066992212,4,880939035
378,2,2.9856773570421224,2,880333851
379,2,3.391637155570166,3,880525540
385,2,2.9619061187125917,3,879446786
387,2,2.977576124368498,4,886483195
393,2,3.3548313196565003,4,887746206
398,2,3.1008533872790456,3,875718614
399,2,3.1220626516083967,3,882512708
405,2,1.2024764832084849,1,885547953
407,2,3.3317530996543328,4,875553509
416,2,4.070776484057688,4,886317115
425,2,2.6134073981496195,2,878738757
429,2,2.911816020106837,3,882387599
435,2,3.181008326558972,4,884132619
442,2,3.0631094773612433,3,883390544
450,2,3.5729761283242625,4,882474001
455,2,3.2713095768593576,4,879111786
466,2,2.652927703486662,1,890284819
472,2,4.363404595462452,5,892790676
484,2,3.634470449243121,4,891195391
487,2,3.332098554284609,3,883531122
495,2,3.246185568333675,2,888635595
497,2,2.8363466493257947,1,879310883
506,2,3.266279552546444,4,874874850
521,2,2.79258217672316,3,886063310
532,2,4.049462181312319,5,893119336
536,2,3.7219951091434,4,882360227
543,2,3.0730810897829697,3,877546306
551,2,3.827780919166256,2,892784780
561,2,2.4546392746489216,3,885809752
566,2,2.9713043889276785,5,881650739
600,2,3.3565916211631843,3,888451908
618,2,2.771909792263761,2,891309091
621,2,3.340995583039576,3,880739909
622,2,3.544542233761627,4,882671363
627,2,3.043402168227385,3,879531352
632,2,3.0428114298207314,4,879459505
640,2,3.918848514604234,4,874778568
642,2,3.781780415441622,4,885606787
643,2,3.199086519094245,3,891448218
648,2,3.540333788155689,4,884882742
650,2,2.668165432364038,3,891381709
653,2,2.5830890892378866,1,880151839
655,2,2.3944425330369357,3,888474138
660,2,2.3321813567148304,2,891201151
671,2,3.4780481780695465,4,884035892
682,2,3.019497138698393,3,888522541
686,2,3.5390163156245853,3,879546443
705,2,3.594468979787298,3,883428058
709,2,3.3645439227239797,4,879848511
715,2,3.1660713379903487,3,875964926
727,2,3.1355809583184797,4,883711874
738,2,3.254392051579351,3,875351530
746,2,3.1465893476077493,3,885075304
749,2,3.504119411575961,4,878849375
751,2,3.331463851882154,4,889298116
757,2,2.938561903944502,3,888466490
764,2,3.524593289474206,3,876244856
773,2,2.747241671244997,3,888540146
774,2,1.942835627788047,1,888557383
790,2,2.9483864711278653,3,885156988
795,2,2.96919902529696,3,883252599
796,2,3.8802961728747256,5,893048377
798,2,3.570220726376771,4,875743787
804,2,3.635243558706504,4,879445493
806,2,3.391086972199126,3,882389862
807,2,3.8286215131014467,4,892978338
815,2,3.2988296519560167,3,878696355
826,2,3.493830012940908,3,885690713
830,2,3.3450240019280546,3,891561806
844,2,3.067957246779527,4,877387933
846,2,3.8835384199150638,5,883948949
864,2,3.6895112196687414,4,888889657
868,2,2.1554003414485194,2,877112290
870,2,2.8879054426769954,2,879714351
880,2,3.11618973935201,3,880167732
886,2,3.1564048061434824,4,876033368
889,2,3.071229086809681,3,880182460
892,2,3.7997378713542056,4,886609006
896,2,2.6878828062070386,3,887160000
899,2,2.8365876488111437,3,884122563
916,2,2.7957465258773397,3,880845391
924,2,3.0791010034656865,3,886759997
934,2,3.596471597687692,4,891192087
943,2,3.816069887207636,5,888639953
1,3,3.469408268124207,4,878542960
43,3,3.3065343426547456,2,884029543
49,3,2.456726855036167,3,888068877
59,3,3.957220521824678,4,888203814
62,3,3.0293026564283254,3,879372325
63,3,2.986873186641596,2,875748068
81,3,3.075517753817831,4,876592546
82,3,2.419260981480118,2,878768765
95,3,2.604597328771195,1,879193881
99,3,3.2237990309752487,3,885679237
104,3,2.481654214292193,3,888465739
130,3,3.6717771475019543,5,876250897
145,3,3.9058554825523855,3,875271562
157,3,3.3598179909924752,3,886890734
160,3,3.4515079789656,3,876770124
181,3,1.652523386336516,2,878963441
207,3,2.8542522297157236,2,877846284
216,3,3.506945326943863,4,880233061
221,3,3.476502574263458,4,875244901
244,3,3.5666813625462233,5,880602451
246,3,2.989614995336198,2,884923390
267,3,3.723912033965359,4,878970901
268,3,2.7626020762153765,1,875743161
269,3,2.189999200317215,3,891446722
276,3,3.0937749139212603,3,874786924
280,3,3.2513443426939577,2,891702406
286,3,2.82736027142599,2,876522316
291,3,3.427652090718113,3,874833936
293,3,2.4936560453315346,2,888905399
301,3,3.270746001360177,2,882075082
303,3,3.0475849699183977,3,879485184
320,3,3.888223952403512,4,884748978
336,3,2.370217326046935,1,877758935
342,3,3.1236942566601593,2,875318606
343,3,3.3250502902275922,4,876406256
346,3,3.023039702047931,3,875265392
393,3,3.305049265223244,3,887745293
406,3,3.0560077142114213,3,879540228
417,3,3.406596436298674,4,879646344
429,3,2.860340619276163,2,882386785
432,3,3.156784008473835,3,889416260
435,3,3.395480496204891,3,884133911
450,3,3.4025619067825477,4,882398220
453,3,3.248616206109891,4,877552717
456,3,3.1402125605380364,4,881371660
459,3,3.109871432593359,2,879563288
463,3,2.4459357122914405,2,877386083
472,3,4.426422471563124,5,892790676
486,3,3.0949481306960367,2,879875347
487,3,3.6210426732971035,5,883444583
497,3,3.1150044469214273,4,879309715
500,3,3.2845049860529008,4,883865786
523,3,4.12988847796351,4,883702474
534,3,3.9601075680798505,4,877808031
537,3,2.587740625163229,2,886030317
548,3,3.2494772360999167,1,891415967
551,3,3.7246379609688396,5,892784093
561,3,2.5902340776746535,3,885810390
569,3,3.176194396659499,1,879795551
580,3,3.860477605894185,5,884125916
582,3,3.059999784389016,3,882961723
586,3,3.6416779116003,5,884068767
592,3,3.395634470847322,4,882608960
595,3,3.537185203264089,4,886922069
606,3,3.82660524819836,5,880922084
621,3,3.5889895113476538,5,881444887
622,3,2.7807540190737843,1,882672922
624,3,2.9972584230564316,3,879793436
654,3,3.1287725785010068,3,887864071
660,3,2.112237594726198,1,891405958
663,3,3.3677048688448448,4,889492614
682,3,2.8393513071040655,3,888519113
699,3,3.131425530821148,3,879147917
714,3,3.875049404802985,5,892777876
747,3,2.7853424560030127,2,888733567
751,3,3.104755410803343,3,889299391
756,3,2.6559941321202682,1,874829174
793,3,3.5505189648716082,4,875104592
795,3,2.858467880232812,2,880561783
806,3,3.1330449356734773,2,882385916
854,3,2.8135877021917817,1,882813047
859,3,3.9540260402350187,5,885775513
880,3,3.2640633383053714,1,880175023
886,3,2.838395855374996,3,876032330
889,3,3.4655021421746097,4,880177664
910,3,2.50533966118525,2,881421019
916,3,3.0269193691381675,3,880843838
917,3,3.085949519885082,1,882911567
923,3,4.128425807745137,4,880387707
936,3,3.468105720891457,4,886833148
1,4,3.3534091393186323,3,876893119
7,4,4.11156954762573,5,891351772
10,4,4.023531394726245,4,877889130
12,4,3.91350973806246,5,879960826
13,4,3.279748039005997,5,882141306
16,4,4.292557661943616,5,877726390
18,4,3.266863946410418,3,880132150
19,4,3.610931739583112,4,885412840
22,4,3.9503279547636745,5,878886571
43,4,3.3145537059808343,4,875981421
49,4,3.031703534123415,2,888069512
59,4,4.035876889848854,4,888205188
62,4,3.5801047572276112,4,879374640
64,4,3.3649498344291158,3,889739138
77,4,3.4011292848541714,3,884752721
83,4,3.4790548869298243,2,880336655
84,4,3.623258872412886,3,883453713
87,4,3.9822683043484903,5,879876524
92,4,3.4862676451721644,4,875654222
94,4,4.094488729837474,4,891721168
99,4,3.956893254441072,5,886519097
102,4,2.5744553438817803,2,888801522
109,4,2.651128494895575,2,880572756
115,4,3.693588462251335,4,881172117
130,4,3.650004662214867,2,875801778
144,4,3.7075833573707264,4,888105873
151,4,3.926281006778378,5,879524922
158,4,3.71158427243657,4,880134477
160,4,4.005321685767796,4,876861754
189,4,4.332755677200007,5,893265741
194,4,3.4267619903011015,4,879521397
197,4,3.233597548417861,3,891409981
198,4,3.3342069003547836,3,884209536
201,4,3.4138585002629833,4,884111830
207,4,3.3336023323100616,4,876198457
210,4,3.998020789621257,4,887730443
216,4,4.265950074899676,5,880234469
218,4,3.113296067386063,3,877488546
219,4,3.7712889713203035,4,889452481
221,4,4.085902439571605,3,875245462
222,4,3.1962612512949935,3,878183924
232,4,3.567627912893959,4,888550130
233,4,3.841517627242677,3,877663337
234,4,3.1209659154292297,4,892334610
249,4,4.152756446478323,4,879572142
253,4,3.496339866672376,4,891628670
256,4,4.26784770627193,5,882164525
264,4,4.209265135594671,4,886123656
268,4,2.9736449076155034,4,875309829
271,4,4.224296276144045,5,885849357
276,4,4.104651018884472,4,874791623
279,4,3.356514854966889,4,875296461
280,4,3.620435153287139,3,891700733
286,4,4.090521474960021,5,877531899
287,4,4.268731905052247,4,875336652
291,4,4.010901373054644,4,874835062
293,4,3.6271354177115573,4,888906489
295,4,3.9212163800977695,4,879518568
297,4,3.117861145408983,1,875240201
299,4,3.638280714959269,3,889503074
301,4,3.629680522991829,4,882077033
303,4,3.76396581168938,4,879467936
308,4,3.9683627701714785,5,887737890
312,4,3.8529632043879194,3,891698832
315,4,3.7728633422964037,4,879821065
318,4,3.6959039140304473,2,884497516
320,4,3.7731431995654074,3,884749306
326,4,2.631769263180548,1,879876688
327,4,3.290285537228251,4,887819161
328,4,3.184137775563156,3,885047895
334,4,3.6962875879041803,3,891548345
336,4,3.047450148951912,4,877757790
339,4,4.249455435209554,4,891033653
342,4,3.5711523190173904,4,874984395
343,4,4.451448694942873,5,876408139
344,4,3.6637653320516597,4,884901235
345,4,3.694797010872489,4,884993619
346,4,3.4022309920041183,4,874948105
347,4,3.722960333860443,4,881654452
352,4,3.206073629293872,3,884290328
363,4,4.039072339507538,5,891494962
373,4,3.495214727657498,4,877100232
374,4,3.1042956077359714,2,880395924
378,4,3.4836330373001267,3,880045612
379,4,4.241699818318229,5,880525598
